bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,price
4,3,3900,9750,1,0,4,5,2520,1380,1972,0,1619999
3,1.75,1650,12349,1,0,0,3,1650,0,1957,2000,259500
4,2.5,2110,35091,1,0,0,4,1290,820,1985,0,460000
3,1.75,1960,6380,1,0,0,4,980,980,1939,1989,561500
4,2.5,2770,63118,2,0,0,3,2770,0,1997,0,641000
4,1.75,2440,7350,1,0,0,3,1610,830,1978,0,330000
2,1,1320,8380,1,0,0,3,1320,0,1953,0,447000
4,2.5,2570,4865,2,0,0,3,2570,0,2005,0,320000
2,1,940,5040,1,0,0,3,940,0,1926,2003,212700
2,1,700,4800,1,0,0,3,700,0,1922,2008,260000
3,2,1400,45738,2,0,0,4,1400,0,1981,0,410000
4,2.5,1890,7867,2,0,0,3,1890,0,1996,0,355000
2,1,720,11400,1,0,0,5,720,0,1951,0,275500
3,1.75,2410,8944,1,0,0,4,1860,550,1967,0,415000
3,2.5,1630,7950,1,0,0,3,1320,310,1985,0,279000
5,1.75,2330,14322,1,0,0,4,1180,1150,1968,0,350000
2,2.25,1330,10838,2,0,0,3,1330,0,1985,0,355000
4,2.25,3190,11597,2,0,0,3,2300,890,1984,0,750000
3,1.75,1400,6300,1,0,0,3,1400,0,1998,2006,235000
3,1,970,9583,1,0,0,4,970,0,1967,0,209950
3,1.75,1010,9600,1,0,0,5,1010,0,1969,0,230000
3,2.5,3580,54450,1.5,0,0,3,3580,0,1990,2009,725000
2,1,1050,2570,1,0,0,5,850,200,1927,0,430000
5,2.5,2500,7200,1,0,0,4,1490,1010,1977,0,661500
3,3,2630,4896,2,0,0,3,2630,0,2006,0,738000
4,4.5,6640,53330,2,0,0,3,6640,0,1993,0,1820000
3,1,910,8789,1,0,0,3,910,0,1966,1963,221000
3,2.5,2610,35000,2,0,0,3,2610,0,1988,2000,665000
3,2.5,1720,6194,2,0,0,3,1720,0,1998,2006,255000
5,2.75,3650,13297,2,0,0,5,2750,900,1969,0,1195000
3,1.75,2040,22693,1,0,0,4,2040,0,1980,0,355000
5,2.5,3260,24300,1.5,0,1,4,2310,950,1950,1983,755000
3,1.5,1590,8911,1,0,0,3,1590,0,1956,2001,300000
4,1,1440,7100,1.5,0,0,3,1440,0,1906,2014,500000
2,1,900,3400,1,0,0,5,900,0,1905,0,191000
6,4,3120,4240,2,0,2,4,2090,1030,1993,0,315000
3,2.5,1060,1536,2,0,0,3,1060,0,2000,0,415000
4,2.5,3000,9793,2,0,0,3,3000,0,2002,0,394000
3,2.5,2230,5348,2,0,0,3,2230,0,2000,0,490000
5,1.75,1890,5000,1.5,0,0,3,1090,800,1906,2014,523460
4,3.5,4150,16197,2,0,0,3,4150,0,2006,0,550000
3,1.75,1780,10409,1,0,0,3,1280,500,1981,2013,342000
4,2.5,2710,6583,2,0,0,3,2710,0,2003,0,560000
4,4.25,4390,13833,2,0,3,3,3320,1070,2003,0,1050000
2,1.5,1640,4080,1.5,0,0,5,1540,100,1916,0,710000
3,2.25,1670,4800,1.5,0,3,3,1670,0,1903,2005,1020000
3,2.5,2570,10431,2,0,0,3,2570,0,1989,0,399950
2,1,1500,3420,1,0,0,3,1500,0,1902,0,480000
3,1,2710,19000,2,0,3,4,2710,0,1950,1983,410000
4,1.75,2860,48351,1,0,0,3,1710,1150,1978,0,530000
2,0.75,840,40642,1,1,4,4,840,0,1937,0,528000
4,2.5,2990,8913,2,0,0,4,2990,0,1991,0,469900
5,1,1170,6757,1,0,0,4,800,370,1944,0,397000
3,1.5,1200,6240,1,0,0,3,1030,170,1952,2008,718500
2,1,1020,8100,1,0,0,3,1020,0,1940,1996,195000
2,1,910,8155,1,0,0,4,910,0,1948,0,285000
1,1,700,2500,1,0,0,4,700,0,1907,0,295000
4,1.75,2420,37800,1,0,0,4,1880,540,1981,0,602000
3,1.75,1950,8712,1,0,0,3,1950,0,1960,2012,235000
4,2.5,3060,6000,2,0,0,3,3060,0,2012,1912,465000
4,1,1390,18000,1,0,0,3,1390,0,1955,2013,234000
2,1.5,1200,1687,3,0,0,3,1200,0,2008,0,504200
3,2.5,2440,4153,2,0,0,3,2440,0,2003,0,710000
3,3.25,2310,3075,2,0,0,3,1730,580,2005,0,589500
3,2.75,2600,64626,1.5,0,0,3,2600,0,2009,0,415000
3,2.25,1490,1212,2,0,0,3,1040,450,2011,0,735000
3,2.5,2432,9391,2,0,2,3,2432,0,2005,0,427000
4,2.75,3610,8580,2,0,0,3,3610,0,2014,0,982000
4,3,2530,10000,2,0,0,3,2530,0,2013,1923,459000
4,2.75,2790,5527,2,0,0,3,2790,0,2014,0,483453
3,3,1670,4440,1,0,0,3,1670,0,2014,0,246950
1,1.5,1170,1456,2,0,0,3,1070,100,2007,0,235000
4,2,1350,942,3,0,0,3,1350,0,2008,0,288790
2,1.75,1110,1773,2,0,0,3,1110,0,2014,0,229800
1,1.25,1100,638,3,0,0,3,1100,0,2014,0,516500
3,4.25,2820,7200,2,0,0,4,2460,360,1930,0,1600000
3,1,1040,8128,1,0,0,3,1040,0,1983,2009,234000
2,1.75,1910,3376,2,0,0,3,1910,0,1980,0,230000
4,1,1370,8499,1,0,0,3,1370,0,1949,1998,300000
3,1.5,1500,5000,1.5,0,0,4,1140,360,1927,0,470000
3,1,1200,9087,1,0,0,5,1200,0,1969,0,339900
2,1,1050,2542,1,0,0,3,880,170,1904,0,650000
5,2.5,2670,16777,1.5,0,0,4,1620,1050,1920,0,585000
4,2.5,2190,11500,1,0,0,4,1430,760,1972,0,699900
4,2.5,3130,40918,2,0,0,3,3130,0,1994,0,598000
3,2.5,1700,9100,1,0,0,3,1160,540,1998,2006,475000
3,1.75,1700,17355,1,0,0,3,1200,500,1978,0,314500
3,3.5,1360,1275,2,0,0,3,1240,120,2007,0,397000
3,2,1610,15005,1,0,0,4,1610,0,1986,0,345000
5,2.75,2130,6222,1,0,0,3,1300,830,1991,0,325000
3,1,1800,7650,1,0,0,5,1800,0,1957,0,265000
4,2.75,2950,15540,1,0,0,4,2120,830,1974,0,402000
3,2.25,2120,54014,2,0,0,4,2120,0,1964,0,835000
4,2.5,3500,7048,2,0,0,3,3500,0,2005,0,780000
3,2,1440,9220,1,0,0,3,1440,0,1965,1993,250000
4,2,2120,3360,2,0,0,3,2120,0,1905,2010,1200000
2,2.5,1780,2067,2,0,0,5,1780,0,1974,0,935000
2,1,960,8153,1,0,0,3,960,0,1947,2012,300000
2,1.75,1510,4980,1,0,0,3,1510,0,2006,0,419000
1,1.5,1010,5750,1,0,0,3,1010,0,1911,1948,410000
3,3,3790,5001,2,0,0,3,2810,980,1989,0,1165000
3,1.75,3600,8666,2,0,0,4,2400,1200,1948,0,461000
3,1.75,1300,7030,1,0,0,3,1300,0,1968,1997,385000
4,2.25,2500,4046,1.5,0,0,4,1520,980,1940,2001,669500
3,2.25,2090,10733,1,0,0,3,1440,650,1958,2004,491950
3,1.75,2200,14630,1.5,0,1,3,2200,0,1948,2003,1230000
3,2.25,2070,15002,1.5,0,0,3,2070,0,1955,2013,560000
3,1,1320,7341,1,0,0,3,1320,0,1982,0,370000
4,2,1360,60548,1,0,0,3,960,400,1960,2012,263400
2,1,930,7623,1,0,0,2,930,0,1942,0,100000
3,2.5,1760,8584,1.5,0,0,5,1760,0,1937,0,289950
3,1.75,1410,8100,2,0,0,3,1410,0,1985,0,263000
4,2.5,2570,7859,2,0,0,3,2570,0,1992,0,397500
3,2.75,1300,14197,1,0,0,3,860,440,1996,0,245000
3,1,1580,6300,1,0,0,3,1180,400,1925,2002,535000
4,2.5,2960,6031,2,0,0,3,2960,0,2005,0,449000
4,3,2330,3497,2,0,0,3,1920,410,2003,0,490000
4,2.25,2070,39446,1,0,0,3,1470,600,1977,2004,445800
2,1,970,5750,1,0,0,4,970,0,1932,1958,345000
3,2.25,2310,7200,2,0,0,3,2310,0,1990,2009,327500
4,2.5,2290,11173,2,0,0,4,2290,0,1988,0,436500
3,2.25,1720,9600,1,0,0,4,1220,500,1967,0,550000
2,1.5,1190,3400,1,0,0,3,990,200,1919,2001,441000
2,1,870,5750,1,0,0,4,870,0,1947,1988,406500
2,1.5,1068,1758,2,0,0,3,1068,0,1990,2009,243000
4,2.75,2140,10316,2,0,0,3,2140,0,1993,0,359500
4,2.5,3300,165528,2,0,0,3,3300,0,1984,0,760000
5,4.25,4830,8050,2.5,0,2,4,3710,1120,1914,1945,1925000
5,3.25,2820,6589,1.5,0,0,3,2320,500,1906,2014,408000
4,3,2440,9664,2,0,0,3,1890,550,1981,2013,480000
4,1.5,1800,3245,1.5,0,0,4,1800,0,1929,0,875000
3,1,1010,8800,1,0,0,4,1010,0,1954,1979,308000
4,2.75,3220,4392,1.5,0,0,4,2320,900,1931,0,880000
5,3.5,5000,26540,2,0,3,3,3410,1590,2008,0,1730000
2,1,1200,24792,2,0,0,2,1200,0,1976,0,170000
3,2.25,1470,4322,2,0,0,3,1470,0,1985,0,491500
3,2.5,2600,4506,2,0,0,3,2600,0,2003,0,515000
4,1.5,2750,128502,1,0,0,2,1500,1250,1958,0,550000
2,1,1320,9967,1,0,0,3,940,380,1919,2001,255000
3,2.5,3350,4007,2,0,0,3,2550,800,2005,0,635000
3,2.5,2650,2387,2,0,0,3,1830,820,1920,1979,850000
2,2,1860,10856,1,0,0,3,1260,600,1952,2008,265000
3,1,960,8855,1,0,0,4,960,0,1958,1972,349810
4,1.75,2010,6300,1,0,2,5,1610,400,1937,0,972000
2,1,900,28800,1,0,0,1,900,0,1928,0,235000
4,2.5,2340,11784,2,0,0,3,2340,0,1997,0,330000
4,3,3720,15048,3,0,0,3,3720,0,1979,2014,500000
3,2,1890,29185,1,0,0,3,1470,420,1949,2013,570000
4,2.5,2680,12215,1,1,4,3,1590,1090,1956,2001,1309500
3,2.5,1460,1613,2,0,0,3,1180,280,2007,0,544000
3,2.5,3180,7904,1,0,0,3,1810,1370,2006,0,439000
4,2.25,1980,15086,2,0,0,3,1980,0,1981,2013,530000
2,2,1090,934,3,0,0,3,1090,0,2008,0,427500
4,2.5,2230,5970,2,0,0,4,2230,0,2002,0,337000
4,2.75,3330,9143,2,0,0,4,3330,0,1995,0,1095000
4,2,1880,3840,1,0,0,3,970,910,1904,0,435000
5,3,2870,5700,1,0,0,3,1950,920,1964,2000,765000
4,1.75,2120,9786,1,0,0,3,1640,480,1967,2011,492650
4,2.5,2700,6998,2,0,0,3,2700,0,2001,0,383962
4,2.5,3670,7680,2.5,0,0,3,3670,0,2007,0,950000
3,2.5,1220,1330,2,0,0,3,1010,210,2008,0,457000
5,3.25,4390,11250,2,0,0,3,4390,0,2007,0,1510000
4,2.5,3560,5265,3,0,0,3,3560,0,2014,0,882566
4,3.25,3530,8589,2,0,0,3,3530,0,2007,0,963000
4,2.5,2280,5000,2,0,0,3,2280,0,2006,0,345000
4,3.75,4350,7965,2,0,0,3,4350,0,2013,1923,2065000
3,3.5,3830,221284,2,0,0,3,3530,300,1993,0,800000
3,2,2050,13303,1,0,0,3,2050,0,1993,0,314500
3,2.5,3660,39478,2,0,2,4,3260,400,1989,0,530000
4,2.5,3350,46748,2,0,0,3,3350,0,2004,2003,650000
3,2,1270,3600,1,0,0,3,1270,0,1963,2008,349500
4,3.5,3400,3850,2.5,0,0,3,2790,610,2008,0,1198000
3,1,1200,8514,1,0,0,3,1200,0,1959,1989,165050
3,2.5,2200,11000,2,0,2,3,2200,0,1978,0,580000
3,2.5,1680,11312,1,0,0,3,1080,600,1959,1989,330000
5,3.5,3840,8279,2,0,0,3,3840,0,2001,0,875000
2,1,950,4500,1,0,2,3,850,100,1926,2003,500000
4,2.5,2280,42077,2,0,0,3,2280,0,1994,0,445000
4,2.5,1970,6600,2,0,0,3,1970,0,1987,2000,274900
3,1.5,1620,9310,1,0,0,4,1620,0,1967,0,219950
4,2.5,2600,7200,2,0,0,3,2600,0,1962,2002,691500
2,1,1250,3825,1,0,0,3,850,400,1929,0,459500
4,1.75,2130,5080,1.5,0,0,3,2130,0,1914,1993,955500
4,1.75,2550,8976,1,0,0,5,1300,1250,1978,0,328950
3,1,1150,6000,1.5,0,0,3,1150,0,1927,2011,307000
3,1.75,1040,9000,1,0,0,4,1040,0,1967,0,382500
4,2.5,3340,10422,2,0,0,3,3340,0,1996,0,1150000
6,2.75,2630,9420,2,0,0,5,2510,120,1900,0,1297000
3,2.25,1640,3896,2,0,0,3,1640,0,1994,0,478000
2,1,770,7906,1,0,0,4,770,0,1948,0,260000
4,3.25,4350,112750,1,0,0,3,2200,2150,2006,0,850000
4,1.75,1700,5846,1,0,0,3,1700,0,1957,2000,616000
3,1.75,2050,9580,1,0,0,3,1400,650,1984,0,540000
3,2.25,1660,5128,2,0,0,3,1660,0,2001,0,300000
3,1.75,1990,9594,1,0,0,3,1190,800,1977,2004,507500
5,5.5,7050,42840,1,0,2,4,4320,2730,1978,2000,3800000
3,2,1770,7000,1,0,0,3,1770,0,1986,0,241000
3,2.25,2440,47916,2,0,0,3,2090,350,1991,0,485000
3,2.5,2620,51354,2,0,0,3,2620,0,1998,2006,695000
4,2.5,2440,11005,2,0,0,3,2440,0,1994,0,548000
2,1,1080,7775,1,0,0,3,1080,0,1955,2005,345000
3,1,1090,10710,1,0,0,4,1090,0,1962,0,280000
3,1.75,1400,13775,1,0,0,3,1400,0,1963,2008,450000
3,2.5,2010,7200,2,0,0,3,2010,0,1994,0,515000
3,1,1640,12855,1.5,0,0,5,1500,140,1920,0,1014250
5,2.5,3290,5029,2,0,0,3,3290,0,2004,2003,739900
2,2.5,2510,14878,2,0,0,3,2510,0,1990,2009,600000
2,1,860,6050,1,0,0,3,860,0,1952,2008,370000
4,2.5,2840,12866,1,0,0,4,1780,1060,1977,0,729032
3,1.75,1750,7020,2,0,0,3,1750,0,1934,1978,510000
3,1.5,1300,19163,1,0,0,3,1300,0,1964,2000,425000
3,2.75,3890,7216,2,0,1,3,3260,630,1967,2010,1080000
3,2.25,1460,941,3,0,0,3,1460,0,2006,0,337000
4,1,1410,3376,1.5,0,0,5,1410,0,1911,1984,563000
4,2.75,3770,10900,2,0,2,5,3070,700,1924,1956,1695000
3,2,1190,4072,1.5,0,0,5,1190,0,1907,0,245000
3,2,1410,6413,1,0,0,4,910,500,1947,1988,590000
3,2,2500,4080,1.5,0,0,5,1680,820,1922,1956,695000
2,1,800,2280,1,0,0,5,800,0,1946,0,402500
3,2.5,2530,13446,2,0,0,3,2530,0,1993,0,435000
3,2,2570,28500,1,0,0,3,1970,600,1983,2009,660000
3,2.75,2090,9620,1,0,0,3,1340,750,1987,2000,300000
5,2.25,2980,7781,1,0,0,3,1580,1400,1960,2012,600000
3,1.75,1170,8239,1,0,0,3,1170,0,1981,2013,205000
3,3.5,2080,5100,2,0,0,3,2080,0,2004,2003,357500
5,3.25,3350,4000,2,0,0,4,2510,840,1997,0,1110000
2,2.5,1050,1029,2,0,0,3,950,100,2007,0,332888
2,1,900,13531,1,0,0,3,900,0,1979,2014,174000
2,1,1050,5000,1,0,0,5,1050,0,1907,0,515000
5,2.25,3740,32481,1.5,0,0,3,2240,1500,1958,2004,392000
4,1.75,1430,4096,2,0,0,3,1430,0,1900,2005,485000
3,1.75,1400,9546,1,0,0,4,1400,0,1984,0,217500
3,2.25,1600,45613,2,0,0,4,1600,0,1983,0,502000
3,2.25,2880,9750,2,0,0,3,2880,0,1989,0,820000
3,3.25,3140,5445,2,0,3,4,2240,900,1913,0,1640000
2,1,820,4320,1,0,0,3,820,0,1937,1999,102500
5,5.5,5190,12637,2,0,2,3,5190,0,2001,0,925000
4,2.5,2180,10140,1,0,0,4,1180,1000,1968,0,540000
2,1,910,2002,1.5,0,0,3,910,0,1900,2005,600000
4,1,1580,8475,1.5,0,2,4,1580,0,1928,0,406000
4,3,2130,6325,1,0,0,5,1440,690,1948,1985,620000
4,2.5,4570,16015,2,0,2,3,4570,0,1990,2009,1060000
3,2,1240,11172,1,0,0,3,1000,240,1984,0,401000
3,1.75,1860,6000,2,0,2,4,1860,0,1959,0,725000
1,0.75,370,1801,1,0,0,5,370,0,1923,0,276000
5,3.25,3130,12087,2,0,0,3,2180,950,1975,0,500000
3,1.75,2530,35150,1,0,0,4,1800,730,1977,0,375000
4,4.75,3970,9778,2,0,2,4,3390,580,1928,0,2300000
3,2.25,1920,9680,1,0,0,4,1300,620,1961,2001,260000
4,2.75,2970,12750,1.5,0,1,4,2130,840,1918,1986,1565000
4,2.5,2300,6087,2,0,0,3,2300,0,2001,0,431000
4,2.5,1830,9601,2,0,0,3,1830,0,2003,0,321000
4,1.5,1550,5053,1,0,0,4,1180,370,1963,0,433000
4,3.5,4080,10666,2,0,0,3,4080,0,2005,0,920000
3,2.25,1710,21485,2,0,0,3,1710,0,1989,0,482000
3,2.5,2375,4094,2,0,0,3,2375,0,2002,0,712000
4,2.75,2200,9778,1,0,0,4,1100,1100,1962,0,505000
3,2.25,3530,17450,1,1,3,3,1840,1690,1930,1993,2367000
3,1.75,1110,9012,1,0,0,4,1110,0,1966,0,452000
4,1,1630,2566,1.5,0,0,3,1630,0,1921,2000,581000
4,1.5,2550,5055,2,0,0,4,2550,0,1910,0,952500
4,2.25,2500,8866,2,0,0,4,2500,0,1987,0,808000
4,3,2890,6885,1,0,0,3,1590,1300,1945,2013,476000
4,1.75,1420,5000,1.5,0,0,4,1420,0,1945,0,535000
4,3.5,4270,5800,2,0,3,5,3170,1100,1937,0,1356925
3,2.5,2390,1984,2,0,0,3,2220,170,2008,0,629800
4,2.5,2530,5048,2,0,0,3,2530,0,2014,0,417838
4,2.5,2701,4500,2,0,0,3,2701,0,2014,0,399895
4,2.75,3990,6637,2,0,0,3,3990,0,2003,0,825000
4,2.5,2303,3826,2,0,0,3,2303,0,2006,0,300000
2,2.25,1540,965,3,0,0,3,1540,0,2007,0,640000
3,2.5,1450,1053,2,0,0,3,940,510,2008,0,460000
2,2.5,1160,1458,2,0,0,3,1040,120,2012,1912,525000
4,2.75,2910,6334,2,0,0,3,2910,0,2013,1923,499990
4,3.5,3770,8501,2,0,0,3,3770,0,2008,0,1020000
5,2.25,2900,10300,1,0,0,3,1450,1450,1985,0,675000
3,1.75,1540,3000,1,0,2,3,770,770,1920,1979,512031
2,1,700,3000,1,0,0,4,700,0,1918,1974,310000
3,2.5,3280,10302,1,0,0,3,1680,1600,1970,2014,1075000
4,2,2430,8960,1,0,0,3,1430,1000,1960,2012,255000
3,2.5,1900,7984,2,0,0,3,1900,0,1993,0,435000
3,2,1660,15050,1,0,0,3,1260,400,1983,2009,453000
4,2,1620,7992,2,0,0,4,1620,0,1975,0,260000
4,2,2090,10800,1,0,0,4,2090,0,1951,1999,659000
3,2,1110,7231,1,0,0,4,1110,0,1991,0,223000
5,3.25,3760,9792,2,0,0,3,2550,1210,1984,0,851000
3,2.25,2080,12134,1,0,0,4,1530,550,1973,0,605000
4,2.25,1950,5950,1,0,0,3,1330,620,1947,2012,895000
5,2.25,2570,13054,1,0,1,3,1470,1100,1950,1992,519000
3,1.75,2330,12141,1,0,0,3,1390,940,1983,2009,535000
3,3,3700,10375,2,0,0,3,3700,0,1982,0,489000
3,2.25,1920,7738,1,0,0,3,1520,400,1965,1993,250000
3,2.25,1900,3960,1.5,0,0,3,1200,700,1905,2010,580000
4,1.75,1440,13296,1,0,0,4,1440,0,1967,0,1038000
4,2.25,2940,48788,1,0,0,5,1520,1420,1961,0,605000
4,3.5,2500,3080,2,0,0,3,1810,690,2008,0,599950
3,2.5,2490,23891,2,0,0,3,2490,0,1993,0,700000
3,2,1470,10052,1,0,0,4,1470,0,1956,0,480000
4,2.5,2120,4558,2,0,0,3,2120,0,2002,0,329950
3,1.75,1200,24805,1,0,0,3,1200,0,1984,0,250000
5,2.5,2450,6994,2,0,0,3,2450,0,2002,0,345000
4,2.5,1780,6000,2,0,0,3,1780,0,1991,0,175000
5,1,1590,6700,1.5,0,0,3,1090,500,1942,1999,185000
4,2,2370,76665,2,0,0,4,2370,0,1978,2000,411000
3,1.5,1760,4000,2,0,0,3,1760,0,1922,2008,690000
4,3,1940,8170,1,0,0,4,1940,0,1948,0,265000
4,3,3550,12327,1.5,0,0,4,2180,1370,1990,0,720000
4,2.5,2050,5787,2,0,0,3,2050,0,2002,0,256000
4,2.25,1680,3179,2,0,0,3,1680,0,2002,0,255000
3,2.25,1320,1800,2,0,0,3,1320,0,1994,0,540000
3,2.25,1550,5511,2,0,0,3,1550,0,1987,2000,481015
3,1.75,2680,8625,1,0,0,5,1590,1090,1974,0,575000
3,2.5,2390,34041,1,0,0,3,1840,550,1984,0,339950
4,2.5,2040,7260,2,0,0,4,2040,0,1963,0,475000
3,3.75,2670,6517,2.5,0,4,4,2020,650,1977,0,732000
4,1.75,1880,3720,1.5,0,0,4,1880,0,1924,0,860000
4,1.75,2400,7700,1.5,0,0,4,1500,900,1927,0,389000
3,1.75,2270,11472,1,0,0,4,1370,900,1956,0,645000
4,2.5,1850,5444,2,0,0,5,1850,0,1981,0,475000
4,2.75,2160,5005,1,0,0,3,1430,730,1987,2000,550000
2,1,2160,12960,1,0,0,3,1360,800,1968,1997,305000
2,1.5,1570,3600,1.5,0,2,4,1320,250,1906,1990,782000
3,2,1340,7200,1.5,0,0,4,1340,0,1923,0,545000
4,2.5,3002,6042,2,0,0,3,3002,0,2004,2003,394500
5,2,2190,9072,1,0,0,5,1110,1080,1965,0,600000
4,1.75,2610,21600,1,0,0,4,2610,0,1966,0,1300000
2,1,1010,11919,1,0,0,3,1010,0,1947,2012,300000
4,2.5,2105,6093,2,0,0,3,2105,0,2003,0,330000
4,2.25,2430,4748,1.5,0,0,3,1630,800,1928,1954,723000
4,3.25,4040,18916,1,0,0,4,4040,0,1954,1979,2271150
5,2.5,2160,7737,2,0,0,3,2160,0,1998,2006,480000
2,1,900,9260,1,0,0,3,900,0,1946,0,496000
3,3,1820,1641,3,0,0,3,1540,280,2006,0,625000
4,2,2100,13468,1,0,0,5,1050,1050,1962,0,475000
3,2.25,1520,7199,2,0,0,4,1520,0,1992,0,275250
2,1,1310,7128,1,0,0,4,940,370,1980,0,253000
4,2.5,2190,9880,1,0,0,4,1410,780,1979,0,630000
5,2.5,2950,5500,1.5,0,0,5,1720,1230,1918,0,660500
5,1,1870,7800,1,0,0,3,1580,290,1962,2003,262000
3,3.5,4660,5500,2,0,4,5,3040,1620,1909,1988,2147500
3,2.5,1840,9900,1,0,0,3,1840,0,1978,0,552000
2,2.5,3180,9400,2,0,4,5,2610,570,1985,0,1411600
2,1,1500,4000,1,0,0,3,1100,400,1933,0,736000
3,1.75,1730,7416,1.5,0,0,3,1730,0,1954,2005,355000
3,1,1580,7424,1,0,0,3,1010,570,1962,2003,305000
4,2.5,1540,1870,2,0,0,3,1540,0,2014,0,484998
4,3.5,3390,3979,2,0,0,3,2610,780,2014,0,1054690
2,1.5,830,1858,2,0,0,3,830,0,2005,0,334500
4,2.75,2620,6178,2,0,0,3,2620,0,2013,1923,475000
3,2.5,2242,4500,2,0,0,3,2242,0,2014,0,309780
4,2.5,2890,7798,2,0,0,3,2890,0,2005,0,795000
3,2.25,1450,4050,2,0,0,3,1450,0,2010,0,274500
2,1.5,800,2119,2,0,0,3,800,0,2008,0,265050
3,2.5,2280,2502,2,0,0,3,1880,400,2006,0,567500
3,4.5,3850,62726,2,0,0,3,3120,730,2013,1923,915000
5,2.5,2270,6300,2,0,0,3,2270,0,1995,0,285000
3,2.5,2250,5692,2,0,0,3,2250,0,2000,0,445838
4,1.75,2600,11325,1,0,0,4,1610,990,1969,0,304900
4,2,2490,9525,2,0,0,5,2490,0,1968,0,940000
4,2.5,3160,8281,2,0,0,4,3160,0,1995,0,1127000
4,4.25,4930,25714,2,0,0,3,4930,0,2005,0,835000
3,1,1440,11250,1,0,0,3,1440,0,1967,2011,290000
3,1.75,1770,8868,1,0,0,4,1770,0,1959,0,250000
4,2.5,2300,6448,2,0,0,3,2300,0,2001,0,342000
4,2.5,2980,16263,2,0,0,3,2980,0,1989,0,1012000
4,2.25,2230,7200,1,0,0,4,1300,930,1963,0,400000
3,1.75,1830,7969,1,0,0,3,930,900,1950,2008,312500
3,1,1740,10875,1,0,0,4,1020,720,1962,0,267000
3,1.75,1530,6743,1,0,0,3,1410,120,1955,2005,575000
3,1.5,1520,9041,1,0,0,4,1520,0,1954,1979,810000
3,2.5,3230,5000,2,0,2,5,2430,800,1945,0,850000
3,3.25,3620,4000,2,0,0,3,2730,890,2005,0,1015000
4,3.75,5070,60123,2,0,0,3,5070,0,2000,0,1100000
3,1.75,1570,8750,1,0,0,3,1570,0,1960,2012,240000
4,1.75,2080,7200,1,0,0,4,1050,1030,1966,0,198000
4,2.5,2230,8624,1,0,0,4,1430,800,1969,0,565000
5,3,3420,18129,2,0,0,3,2540,880,1952,2005,1195000
8,2.75,2790,6695,1,0,0,3,1470,1320,1977,2004,340000
4,2.5,3150,4203,2,0,0,3,3150,0,2002,0,815000
4,3.25,3930,10929,2,0,0,3,3930,0,2006,0,1875000
5,3,2190,4900,2,0,0,5,1490,700,1940,0,588000
4,2.5,1890,6962,2,0,0,3,1890,0,1997,0,280500
4,2,1900,76877,1,0,0,3,1900,0,2004,2003,390000
2,1.5,1930,3521,2,0,0,3,1930,0,1989,0,509000
3,2.5,3316,11447,2,0,0,3,3316,0,1986,0,490600
3,1.5,1380,4500,1,0,0,5,1380,0,1960,0,650000
3,4,2080,2250,3,0,4,3,2080,0,1997,0,715000
3,1,1240,5000,1.5,0,0,5,1240,0,1909,1988,529950
3,1,1020,8610,1,0,0,5,1020,0,1959,0,265000
3,2,2360,4800,2,0,0,3,2360,0,1909,2014,1755000
3,2.5,2780,33503,1.5,0,1,4,2110,670,1969,0,1140000
3,2,2300,13418,1,0,0,3,1430,870,1955,2005,610000
4,2.5,2020,4350,2,0,0,5,1730,290,1943,0,554729
5,1.75,1840,10453,1,0,2,3,1360,480,1948,1994,395000
3,1,1390,4814,1.5,0,0,3,1390,0,1908,1988,341000
4,2.25,2060,11385,1,0,0,4,1200,860,1962,0,264500
4,2.75,2640,35070,1.5,0,0,3,2640,0,1963,2008,395000
3,2.25,1980,10115,1,0,0,3,1980,0,1959,1989,640000
3,1.5,1810,5080,1,0,0,3,1030,780,1958,2004,430000
4,2.5,1700,9000,1,0,0,5,1700,0,1972,0,410000
4,1,1200,6000,1.5,0,0,3,1200,0,1923,1998,220000
4,3.25,2980,3600,2,0,0,3,2150,830,1999,0,1625000
2,2.75,1350,1252,2,0,0,3,1120,230,2006,0,405500
4,2.5,2360,10000,1,0,3,3,1980,380,1977,2004,633000
2,1,1190,6200,1,0,0,3,1190,0,1948,1994,295950
4,5,4110,43560,2,0,0,4,4110,0,1978,2000,1042031
4,2.5,2800,10786,1,0,0,3,1420,1380,1970,2014,605000
2,1.5,920,1598,2,0,0,3,920,0,1995,0,255000
3,1.75,1530,8000,2,0,0,3,1530,0,1978,0,474000
2,1,860,5040,1,0,0,3,860,0,1956,2001,370000
3,2.5,1520,3593,2,0,0,3,1520,0,2004,2003,288000
2,0.75,660,5240,1,0,0,4,660,0,1912,1989,100000
5,2.5,3580,8921,2,0,0,3,3580,0,2000,0,1150000
5,2.25,3000,13899,2,0,0,4,3000,0,1975,0,600000
5,3.25,2740,9629,1,0,0,5,1390,1350,1977,0,515000
4,2.5,2040,5523,2,0,0,3,2040,0,1999,0,345000
6,2.75,2520,54160,2,1,4,3,2520,0,1954,2005,975000
3,2,2470,8800,2,0,0,3,2470,0,1961,2004,850000
3,2.5,1930,1348,2,0,0,3,1300,630,2005,0,439990
3,2.5,2950,10254,2,0,0,3,2950,0,2006,0,554950
3,2.5,2610,6405,2,0,0,3,2610,0,2001,0,605000
